"Measure.version","Measure.version","","","",1,1,"","","Y","string {[]} {[]}
","Business version of the measure","The identifier that is used to identify this version of the measure when it is referenced in a specification, model, design or instance. This is an arbitrary value managed by the measure author and is not expected to be globally unique. For example, it might be a timestamp (e.g. yyyymmdd) if a managed version is not available. There is also no expectation that versions can be placed in a lexicographical sequence. To provide a version consistent with the Decision Support Service specification, use the format Major.Minor.Revision (e.g. 1.0.0). For more information on versioning knowledge assets, refer to the Decision Support Service specification. Note that a version is required for non-experimental active artifacts.","There may be different measure instances that have the same identifier but different versions.  The version can be appended to the url in a reference to allow a reference to a particular business version of the measure with the format [url]|[version]. The version SHOULD NOT contain a '#' - see [Business Version](http://hl7.org/fhir/R5/resource.html#bv-format).","","","","","","","","",,,,,"",,,,"Measure.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.version","FiveWs.version","N/A (to add?)","no-gen-base"
"Measure.versionAlgorithm[x]","Measure.versionAlgorithm[x]","","","",0,1,"","","Y","string {[]} {[]}
Coding {[]} {[]}","How to compare versions","Indicates the mechanism used to compare versions to determine which is more current.","If set as a string, this is a FHIRPath expression that has two additional context variables passed in - %version1 and %version2 and will return a negative number if version1 is newer, a positive number if version2 and a 0 if the version ordering can't be successfully be determined.","","","","","","","","",,"extensible","","http://hl7.org/fhir/ValueSet/version-algorithm","",,,,"Measure.versionAlgorithm[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.versionAlgorithm","FiveWs.version","N/A (to add?)","no-gen-base"
"Measure.name","Measure.name","","","",1,1,"","","Y","string {[]} {[]}
","Name for this measure (computer friendly)","A natural language name identifying the measure. This name should be usable as an identifier for the module by machine processing applications such as code generation.","The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","Support human navigation and code generation.","","","","","","","",,,,,"",,,,"Measure.name",0,1,"cnl-0
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.name","N/A"
"Measure.title","Measure.title","","","",1,1,"","","Y","string {[]} {[]}
","Name for this measure (human friendly)","A short, descriptive, user-friendly title for the measure.","This name does not need to be machine-processing friendly and may contain punctuation, white-space, etc.","","","","","","","","",,,,,"",,,,"Measure.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.title",".title"
"Measure.subtitle","Measure.subtitle","","","",0,1,"","","","string {[]} {[]}
","Subordinate title of the measure","An explanatory or alternate title for the measure giving additional information about its content.","","","","","","","","","",,,,,"",,,,"Measure.subtitle",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"Measure.status","Measure.status","","","",1,1,"","Y","Y","code {[]} {[]}
","draft | active | retired | unknown","The status of this measure. Enables tracking the life-cycle of the content.","Allows filtering of measures that are appropriate for use versus not.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"Measure.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.status","FiveWs.status",".status"
"Measure.experimental","Measure.experimental","","","",0,1,"","","Y","boolean {[]} {[]}
","For testing purposes, not real usage","A Boolean value to indicate that this measure is authored for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","Allows filtering of measures that are appropriate for use versus not.","Enables experimental content to be developed following the same lifecycle that would be used for a production-level measure.","","If absent, this resource is treated as though it is not experimental.","","","","","",,,,,"",,,,"Measure.experimental",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.experimental","FiveWs.class","N/A (to add?)"
"Measure.subject[x]","Measure.subject[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}","E.g. Patient, Practitioner, RelatedPerson, Organization, Location, Device","The intended subjects for the measure. If this element is not provided, a Patient subject is assumed, but the subject of the measure can be anything.","The subject of the measure is critical in interpreting the criteria definitions, as the logic in the measures is evaluated with respect to a particular subject. This corresponds roughly to the notion of a Compartment in that it limits what content is available based on its relationship to the subject. In CQL, this corresponds to the context declaration.","","","Patient","","","","","",,"extensible","The possible types of subjects for a measure (E.g. Patient, Practitioner, Organization, Location, etc.).","http://hl7.org/fhir/ValueSet/participant-resource-types","",,,,"Measure.subject[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?) { only applies for subject Patient? }"
"Measure.basis","Measure.basis","","","",0,1,"","","Y","code {[]} {[]}
","Population basis","The population basis specifies the type of elements in the population. For a subject-based measure, this is boolean (because the subject and the population basis are the same, and the population criteria define yes/no values for each individual in the population). For measures that have a population basis that is different than the subject, this element specifies the type of the population basis. For example, an encounter-based measure has a subject of Patient and a population basis of Encounter, and the population criteria all return lists of Encounters.","For a subject-based measure, the population basis is simply boolean; all the criteria are expressed as true/false conditions that determine membership of an individual case in the population. For non-subject-based measures, the population basis can be any resource type, and the criteria are queries that return the subject's contribution to the population as a list of that resource type. For example, for a procedure-based measure, the population criteria would return lists of procedures that should be included in each population.","Allows non-subject-based measures to be specified. Note that because the binding is to all fhir types, it is possible to specify abstract types such as Resource or DomainResource as the basis for a measure. Authoring environments may wish to constrain this further, depending on content needs.","","boolean","","","","","",,"required","","http://hl7.org/fhir/ValueSet/fhir-types|5.0.0","",,,,"Measure.basis",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?) { only applies for subject Patient? }"
"Measure.date","Measure.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","Date last changed","The date  (and optionally time) when the measure was last significantly changed. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the measure changes.","The date is often not tracked until the resource is published, but may be present on draft content. Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the measure. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Measure.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.date","FiveWs.recorded",".participation[typeCode=AUT].time"
"Measure.publisher","Measure.publisher","","","",1,1,"","","Y","string {[]} {[]}
","Name of the publisher/steward (organization or individual)","The name of the organization or individual responsible for the release and ongoing maintenance of the measure.","Usually an organization but may be an individual. The publisher (or steward) of the measure is the organization or individual primarily responsible for the maintenance and upkeep of the measure. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the measure. This item SHOULD be populated unless the information is available from context.","Helps establish the ""authority/credibility"" of the measure.  May also allow for contact.","","","","","","","",,,,,"",,,,"Measure.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.publisher","FiveWs.witness","participation[typeCode=AUT].role"
"Measure.contact","Measure.contact","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Contact details for the publisher","Contact details to assist a user in finding and communicating with the publisher.","May be a web site, an email address, a telephone number, etc.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Measure.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.contact",".participation[typeCode=CALLBCK].role"
"Measure.description","Measure.description","","","",1,1,"","","Y","markdown {[]} {[]}
","Natural language description of the measure","A free text natural language description of the measure from a consumer's perspective.","This description can be used to capture details such as comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the measure as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the measure is presumed to be the predominant language in the place the measure was created).","","","","","","","","",,,,,"",,,,"Measure.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.description",".text"
"Measure.useContext","Measure.useContext","","","",0,*,"","","Y","UsageContext {[]} {[]}
","The context that the content is intended to support","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate measure instances.","When multiple useContexts are specified, there is no expectation that all or any of the contexts apply.","Assist in searching for appropriate content.","","","","","","","",,,,,"",,,,"Measure.useContext",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.useContext","N/A (to add?)"
"Measure.jurisdiction","Measure.jurisdiction","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Intended jurisdiction for measure (if applicable)","A legal or geographic region in which the measure is intended to be used.","It may be possible for the measure to be used in jurisdictions other than those for which it was originally designed or intended.

DEPRECATION NOTE: For consistency, implementations are encouraged to migrate to using the new 'jurisdiction' code in the useContext element.  (I.e. useContext.code indicating http://terminology.hl7.org/CodeSystem/usage-context-type#jurisdiction and useContext.valueCodeableConcept indicating the jurisdiction.)","","","","","","","","",,"extensible","Countries and regions within which this artifact is targeted for use.","http://hl7.org/fhir/ValueSet/jurisdiction","",,,,"Measure.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.jurisdiction","N/A (to add?)"
"Measure.purpose","Measure.purpose","","","",0,1,"","","","markdown {[]} {[]}
","Why this measure is defined","Explanation of why this measure is needed and why it has been designed as it has.","This element does not describe the usage of the measure. Instead, it provides traceability of ''why'' the resource is either needed or ''why'' it is defined as it is.  This may be used to point to source materials or specifications that drove the structure of this measure.","","","","","","","","",,,,,"",,,,"Measure.purpose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.purpose","FiveWs.why[x]",".reasonCode.text","no-gen-base"
"Measure.usage","Measure.usage","","guidance
","",0,1,"","","","markdown {[]} {[]}
","Describes the clinical usage of the measure","A detailed description, from a clinical perspective, of how the measure is used.","This metadata element was typically referred to as Guidance in HQMF","Measure developers must be able to provide additional guidance for implementers to understand the intent with greater specificity than that provided in the population criteria of the measure. This element provides detailed guidance, where the usage element provides a summary of the guidance.","","","","","","","",,,,,"",,,,"Measure.usage",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"Measure.copyright","Measure.copyright","","License
Restrictions","",0,1,"","","","markdown {[]} {[]}
","Use and/or publishing restrictions","A copyright statement relating to the measure and/or its contents. Copyright statements are generally legal restrictions on the use and publishing of the measure.","The short copyright declaration (e.g. (c) '2015+ xyz organization' should be sent in the copyrightLabel element.","Consumers must be able to determine any legal restrictions on the use of the measure and/or its content.","","","","","","","",,,,,"",,,,"Measure.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.copyright","N/A (to add?)","no-gen-base"
"Measure.copyrightLabel","Measure.copyrightLabel","","","",0,1,"","","","string {[]} {[]}
","Copyright holder and year(s)","A short string (<50 characters), suitable for inclusion in a page footer that identifies the copyright holder, effective period, and optionally whether rights are resctricted. (e.g. 'All rights reserved', 'Some rights reserved').","The (c) symbol should NOT be included in this string. It will be added by software when rendering the notation. Full details about licensing, restrictions, warrantees, etc. goes in the more general 'copyright' element.","Defines the content expected to be rendered in all representations of the artifact.","","","","","","","",,,,,"",,,,"Measure.copyrightLabel",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.copyrightLabel","N/A (to add?)","no-gen-base"
"Measure.approvalDate","Measure.approvalDate","","","",0,1,"","","","date {[]} {[]}
","When the measure was approved by publisher","The date on which the resource content was approved by the publisher. Approval happens once when the content is officially approved for usage.","The 'date' element may be more recent than the approval date because of minor changes or editorial corrections.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Measure.approvalDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.approvalDate",".outboundRelationship[typeCode=SUBJ].act[classCode=CACT;moodCode=EVN;code=""approval""].effectiveTime","no-gen-base"
"Measure.lastReviewDate","Measure.lastReviewDate","","","",0,1,"","","","date {[]} {[]}
","When the measure was last reviewed by the publisher","The date on which the resource content was last reviewed. Review happens periodically after approval but does not change the original approval date.","If specified, this date follows the original approval date.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Gives a sense of how ""current"" the content is.  Resources that have not been reviewed in a long time may have a risk of being less appropriate/relevant.","","","","","","","",,,,,"",,,,"Measure.lastReviewDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.lastReviewDate",".outboundRleationship[typeCode=SUBJ;subsetCode=RECENT].act[classCode=CACT;moodCode=EVN;code=review].effectiveTime","no-gen-base"
"Measure.effectivePeriod","Measure.effectivePeriod","","","",0,1,"","","Y","Period {[]} {[]}
","When the measure is expected to be used","The period during which the measure content was or is planned to be in active use.","The effective period for a measure determines when the content is applicable for usage and is independent of publication and review dates. For example, a measure intended to be used for the year 2016 might be published in 2015.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Allows establishing a transition before a resource comes into effect and also allows for a sunsetting  process when new versions of the measure are or are expected to be used instead.","","","","","","","",,,,,"",,,,"Measure.effectivePeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.effectivePeriod",".effectiveTime","no-gen-base"
"Measure.topic","Measure.topic","","","",0,*,"","","","CodeableConcept {[]} {[]}
","The category of the measure, such as Education, Treatment, Assessment, etc","Descriptive topics related to the content of the measure. Topics provide a high-level categorization grouping types of measures that can be useful for filtering and searching.","DEPRECATION NOTE: For consistency, implementations are encouraged to migrate to using the new 'topic' code in the useContext element.  (I.e. useContext.code indicating http://terminology.hl7.org/CodeSystem/usage-context-type#topic and useContext.valueCodeableConcept indicating the topic)","Repositories must be able to determine how to categorize the measure so that it can be found by topical searches.","","","","","","","",,"example","High-level categorization of the definition, used for searching, sorting, and filtering.","http://hl7.org/fhir/ValueSet/definition-topic","",,,,"Measure.topic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"Measure.author","Measure.author","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who authored the content","An individiual or organization primarily involved in the creation and maintenance of the content.","","","","","","","","","",,,,,"",,,,"Measure.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=AUT]"
"Measure.editor","Measure.editor","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who edited the content","An individual or organization primarily responsible for internal coherence of the content.","","","","","","","","","",,,,,"",,,,"Measure.editor",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=AUT] { not a great match, but there does not appear to be an editor concept in V3 participation }"
"Measure.reviewer","Measure.reviewer","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who reviewed the content","An individual or organization asserted by the publisher to be primarily responsible for review of some aspect of the content.","See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Measure.reviewer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=VRF] {not clear whether VRF best corresponds to reviewer or endorser}"
"Measure.endorser","Measure.endorser","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who endorsed the content","An individual or organization asserted by the publisher to be responsible for officially endorsing the content for use in some setting.","See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Measure.endorser",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".participation[typeCode=VRF] {not clear whether VRF best corresponds to reviewer or endorser}"
"Measure.relatedArtifact","Measure.relatedArtifact","","","",0,*,"","","","RelatedArtifact {[]} {[]}
","Additional documentation, citations, etc","Related artifacts such as additional documentation, justification, or bibliographic references.","Each related artifact is either an attachment, or a reference to another resource, but not both.","Measures must be able to provide enough information for consumers of the content (and/or interventions or results produced by the content) to be able to determine and understand the justification for and evidence in support of the content.","","","","","","","",,,,,"",,,,"Measure.relatedArtifact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DOC,RSON,PREV, DRIV, USE, COMP] {successor would be PREV w/ inversionInd=true; No support for citation}"
"Measure.library","Measure.library","","","",0,*,"","","","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Library]]}
","Logic used by the measure","A reference to a Library resource containing the formal logic used by the measure.","","","","","","","","","",,,,,"",,,,"Measure.library",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"Measure.disclaimer","Measure.disclaimer","","","",0,1,"","","Y","markdown {[]} {[]}
","Disclaimer for use of the measure or its referenced content","Notices and disclaimers regarding the use of the measure or related to intellectual property (such as code systems) referenced by the measure.","","Some organizations require that notices and disclosures be included when publishing measures that reference their intellecutal property.","","","","","","","",,,,,"",,,,"Measure.disclaimer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"Measure.scoring","Measure.scoring","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","proportion | ratio | continuous-variable | cohort","Indicates how the calculation is performed for the measure, including proportion, ratio, continuous-variable, and cohort. The value set is extensible, allowing additional measure scoring types to be represented.","","","","","","","","","",,"extensible","The scoring type of the measure.","http://terminology.hl7.org/ValueSet/measure-scoring","",,,,"Measure.scoring",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".methodCode { the aspect of how the calculation is performed }"
"Measure.scoringUnit","Measure.scoringUnit","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","What units?","Defines the expected units of measure for the measure score. This element SHOULD be specified as a UCUM unit.","When this element is specified, implementations are expected to report measure scores in the specified units. Note that this may involve unit conversion if the expected units are different than the units of the resulting score calculation. In this case, unit conversions SHALL be performed according to the unit conversion semantics specified by UCUM.","When the unit cannot be inferred directly from the calculation logic, this element allows the specification of the desired units of measure of the output.","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/measure-scoring-unit","",,,,"Measure.scoringUnit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".methodCode { the aspect of how the calculation is performed }"
"Measure.compositeScoring","Measure.compositeScoring","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","opportunity | all-or-nothing | linear | weighted","If this is a composite measure, the scoring method used to combine the component measures to determine the composite score.","","","","","","","","","",,"extensible","The composite scoring method of the measure.","http://hl7.org/fhir/ValueSet/composite-measure-scoring","",,,,"Measure.compositeScoring",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".methodCode { the aspect of how component measures are combined }"
